#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
32068	IPR001810	F-box domain	HMMPfam	PF12937	F-box-like	1	7,	54,	2.0E-6
32068	\N	\N	SUPERFAMILY	SSF52047	\N	1	92,	308,	4.32E-5
32215	IPR001810	F-box domain	HMMPfam	PF12937	F-box-like	1	22,	79,	3.1E-7
33612	IPR004000	Actin family	HMMPfam	PF00022	Actin	1	11,	486,	3.5E-34
33612	IPR004000	Actin family	SMART	SM00268	Actin	1	9,	492,	1.9E-9
33612	\N	\N	SUPERFAMILY	SSF53067	\N	3	7,184,303,	176,233,488,	5.18E-16,5.92E-21,5.92E-21
34213	IPR021740	Velvet factor	HMMPfam	PF11754	Velvet factor	1	49,	229,	2.2E-27
35216	IPR007736	Caleosin	HMMPfam	PF05042	Caleosin related protein	1	60,	239,	2.6E-48
38197	IPR019410	Nicotinamide N-methyltransferase-like	HMMPfam	PF10294	Putative methyltransferase	1	66,	234,	2.1E-19
38197	IPR025784	Nicotinamide N-methyltransferase, putative	ProSiteProfiles	PS51560	Nicotinamide N-methyltransferase (EC 2.1.1.1) family profile.	1	4,	282,	32.727
38197	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SUPERFAMILY	SSF53335	\N	1	72,	233,	1.82E-12
39018	IPR000630	Ribosomal protein S8	HMMPfam	PF00410	Ribosomal protein S8	1	7,	153,	4.6E-17
39018	IPR000630	Ribosomal protein S8	SUPERFAMILY	SSF56047	\N	1	6,	153,	6.67E-22
39733	IPR000504	RNA recognition motif domain	HMMPfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	2	137,255,	198,320,	1.9E-11,7.6E-6
39733	IPR000504	RNA recognition motif domain	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	2	135,253,	209,335,	13.464,10.77
39733	IPR000504	RNA recognition motif domain	SMART	SM00360	RNA recognition motif	2	136,254,	205,331,	4.4E-11,4.7E-6
39733	\N	\N	SUPERFAMILY	SSF54928	\N	2	124,244,	199,343,	1.3E-15,8.6E-14
41003	IPR000198	Rho GTPase-activating protein domain	HMMPfam	PF00620	RhoGAP domain	1	866,	1009,	1.3E-8
41003	IPR005135	Endonuclease/exonuclease/phosphatase	HMMPfam	PF03372	Endonuclease/Exonuclease/phosphatase family	1	386,	677,	2.2E-17
41003	IPR000198	Rho GTPase-activating protein domain	ProSiteProfiles	PS50238	Rho GTPase-activating proteins domain profile.	1	852,	1031,	12.083
41003	IPR000300	Inositol polyphosphate-related phosphatase	SMART	SM00128	Inositol polyphosphate phosphatase, catalytic domain homologues	1	348,	692,	3.0E-46
41003	IPR000198	Rho GTPase-activating protein domain	SMART	SM00324	GTPase-activator protein for Rho-like GTPases	1	863,	1031,	9.0E-4
41003	IPR008936	Rho GTPase activation protein	SUPERFAMILY	SSF48350	\N	1	856,	1012,	2.16E-14
41003	IPR005135	Endonuclease/exonuclease/phosphatase	SUPERFAMILY	SSF56219	\N	1	385,	700,	3.6E-47
41263	IPR000626	Ubiquitin-like	HMMPfam	PF00240	Ubiquitin family	1	176,	237,	2.2E-13
41263	IPR000626	Ubiquitin-like	ProSiteProfiles	PS50053	Ubiquitin domain profile.	1	168,	244,	15.754
41263	IPR000626	Ubiquitin-like	SMART	SM00213	Ubiquitin homologues	1	168,	240,	1.2E-10
41263	IPR029071	Ubiquitin-related domain	SUPERFAMILY	SSF54236	\N	1	159,	238,	2.12E-16
41264	IPR000626	Ubiquitin-like	HMMPfam	PF00240	Ubiquitin family	1	19,	86,	2.5E-15
41264	IPR019956	Ubiquitin	PRINTS	PR00348	Ubiquitin signature	3	24,45,66,	44,65,87,	8.3E-8,8.3E-8,8.3E-8
41264	IPR000626	Ubiquitin-like	ProSiteProfiles	PS50053	Ubiquitin domain profile.	1	14,	89,	19.368
41264	IPR000626	Ubiquitin-like	SMART	SM00213	Ubiquitin homologues	1	14,	85,	1.9E-14
41264	IPR029071	Ubiquitin-related domain	SUPERFAMILY	SSF54236	\N	1	14,	92,	5.95E-21
41287	IPR006683	Thioesterase superfamily	HMMPfam	PF03061	Thioesterase superfamily	1	33,	111,	5.3E-9
41287	IPR029069	HotDog domain	SUPERFAMILY	SSF54637	\N	1	13,	145,	9.01E-29
41999	IPR001680	WD40 repeat	HMMPfam	PF00400	WD domain, G-beta repeat	4	13,85,147,189,	56,120,184,227,	0.0047,1.9E-8,3.7E-6,1.7E-5
41999	IPR001680	WD40 repeat	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	3	89,153,195,	120,194,229,	14.051,9.071,9.071
41999	IPR017986	WD40-repeat-containing domain	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	1	89,	236,	20.145
41999	IPR001680	WD40 repeat	SMART	SM00320	WD40 repeats	5	1,82,146,188,597,	57,121,185,227,639,	12.0,2.3E-8,5.8E-5,6.2E-5,1.5
41999	IPR017986	WD40-repeat-containing domain	SUPERFAMILY	SSF50978	\N	3	43,441,581,	245,467,638,	3.4E-46,3.4E-46,3.4E-46
42018	IPR002893	Zinc finger, MYND-type	HMMPfam	PF01753	MYND finger	1	71,	107,	3.4E-12
42018	IPR002893	Zinc finger, MYND-type	ProSitePatterns	PS01360	Zinc finger MYND-type signature.	1	71,	107,	-
42018	IPR002893	Zinc finger, MYND-type	ProSiteProfiles	PS50865	Zinc finger MYND-type profile.	1	71,	107,	12.112
42018	\N	\N	SUPERFAMILY	SSF144232	\N	1	68,	111,	1.74E-12
42120	IPR002893	Zinc finger, MYND-type	HMMPfam	PF01753	MYND finger	1	262,	298,	6.1E-12
42120	IPR002893	Zinc finger, MYND-type	ProSitePatterns	PS01360	Zinc finger MYND-type signature.	1	262,	298,	-
42120	IPR002893	Zinc finger, MYND-type	ProSiteProfiles	PS50865	Zinc finger MYND-type profile.	1	262,	298,	12.13
42120	\N	\N	SUPERFAMILY	SSF144232	\N	1	259,	302,	3.31E-12
42162	IPR002893	Zinc finger, MYND-type	HMMPfam	PF01753	MYND finger	1	267,	303,	2.0E-11
42162	IPR002893	Zinc finger, MYND-type	ProSitePatterns	PS01360	Zinc finger MYND-type signature.	1	267,	303,	-
42162	IPR002893	Zinc finger, MYND-type	ProSiteProfiles	PS50865	Zinc finger MYND-type profile.	1	267,	303,	11.689
42162	\N	\N	SUPERFAMILY	SSF144232	\N	1	264,	307,	1.2E-11
42598	IPR001025	Bromo adjacent homology (BAH) domain	ProSiteProfiles	PS51038	BAH domain profile.	1	61,	186,	10.36
43039	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	short chain dehydrogenase	1	50,	214,	3.5E-19
43039	IPR002347	Glucose/ribitol dehydrogenase	PRINTS	PR00081	Glucose/ribitol dehydrogenase family signature	3	49,125,201,	66,136,220,	8.4E-8,8.4E-8,8.4E-8
43039	IPR020904	Short-chain dehydrogenase/reductase, conserved site	ProSitePatterns	PS00061	Short-chain dehydrogenases/reductases family signature.	1	188,	216,	-
43039	\N	\N	SUPERFAMILY	SSF51735	\N	1	49,	294,	8.89E-34
43075	IPR005135	Endonuclease/exonuclease/phosphatase	HMMPfam	PF03372	Endonuclease/Exonuclease/phosphatase family	1	43,	345,	4.2E-12
43075	IPR005135	Endonuclease/exonuclease/phosphatase	SUPERFAMILY	SSF56219	\N	2	38,272,	244,349,	1.03E-27,1.03E-27
43106	IPR003440	Glycosyl transferase, family 48	HMMPfam	PF02364	1,3-beta-glucan synthase component	1	748,	1565,	0.0
43106	IPR026899	1,3-beta-glucan synthase subunit FKS1-like, domain-1	HMMPfam	PF14288	1,3-beta-glucan synthase subunit FKS1, domain-1	1	249,	359,	5.8E-38
43283	IPR003864	Domain of unknown function DUF221	HMMPfam	PF02714	Domain of unknown function DUF221	1	487,	814,	2.5E-87
43283	\N	\N	HMMPfam	PF13967	Late exocytosis, associated with Golgi transport	1	17,	168,	3.1E-39
43283	IPR027815	Domain of unknown function DUF4463	HMMPfam	PF14703	Domain of unknown function (DUF4463)	1	412,	464,	4.3E-10
43298	IPR022257	Protein of unknown function DUF3779, phosphate metabolism	HMMPfam	PF12621	Phosphate metabolism protein	1	168,	238,	1.4E-17
44174	IPR012469	Protein of unknown function DUF1688	HMMPfam	PF07958	Protein of unknown function (DUF1688)	1	14,	436,	1.3E-163
44753	IPR007859	Electron transfer flavoprotein-ubiquinone oxidoreductase	HMMPfam	PF05187	Electron transfer flavoprotein-ubiquinone oxidoreductase	1	430,	515,	1.3E-19
44753	\N	\N	HMMPfam	PF13450	NAD(P)-binding Rossmann-like domain	1	46,	91,	1.0E-6
44753	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	ProSiteProfiles	PS51379	4Fe-4S ferredoxin-type iron-sulfur binding domain profile.	1	582,	611,	7.534
44753	\N	\N	SUPERFAMILY	SSF51905	\N	2	36,338,	240,477,	1.36E-48,1.36E-48
44753	\N	\N	SUPERFAMILY	SSF54373	\N	1	241,	338,	3.65E-32
44753	\N	\N	SUPERFAMILY	SSF54862	\N	2	487,539,	510,620,	1.03E-18,1.03E-18
45019	IPR002893	Zinc finger, MYND-type	HMMPfam	PF01753	MYND finger	1	118,	146,	9.7E-9
45019	IPR002893	Zinc finger, MYND-type	ProSiteProfiles	PS50865	Zinc finger MYND-type profile.	1	105,	146,	10.427
45019	\N	\N	SUPERFAMILY	SSF144232	\N	1	102,	147,	9.07E-9
45467	IPR011008	Dimeric alpha-beta barrel	SUPERFAMILY	SSF54909	\N	1	4,	90,	3.01E-5
47313	IPR019734	Tetratricopeptide repeat	HMMPfam	PF13174	Tetratricopeptide repeat	1	312,	337,	0.039
47313	\N	\N	HMMPfam	PF13414	TPR repeat	1	225,	300,	1.4E-7
47313	\N	\N	SUPERFAMILY	SSF48452	\N	1	226,	338,	4.43E-15
47848	IPR018247	EF-Hand 1, calcium-binding site	ProSitePatterns	PS00018	EF-hand calcium-binding domain.	1	538,	550,	-
48083	IPR000772	Ricin B lectin domain	SUPERFAMILY	SSF50370	\N	1	34,	166,	1.22E-7
48493	\N	\N	PRINTS	PR01217	Proline rich extensin signature	6	1225,1239,1281,1294,1319,1453,	1237,1255,1293,1315,1335,1478,	5.9E-10,5.9E-10,5.9E-10,5.9E-10,5.9E-10,5.9E-10
48493	IPR001849	Pleckstrin homology domain	SMART	SM00233	Pleckstrin homology domain.	1	328,	464,	0.0086
48718	IPR002738	RNase P subunit p30	HMMPfam	PF01876	RNase P subunit p30	1	23,	64,	2.0E-7
50038	IPR001810	F-box domain	HMMPfam	PF12937	F-box-like	1	62,	123,	3.2E-10
50038	\N	\N	SUPERFAMILY	SSF52047	\N	1	182,	334,	6.47E-5
50038	IPR001810	F-box domain	SUPERFAMILY	SSF81383	\N	1	55,	135,	5.67E-8
50216	IPR007219	Transcription factor domain, fungi	HMMPfam	PF04082	Fungal specific transcription factor domain	1	251,	426,	8.1E-15
50216	IPR007219	Transcription factor domain, fungi	SMART	SM00906	Fungal specific transcription factor domain	1	344,	419,	1.0E-4
50330	IPR001810	F-box domain	HMMPfam	PF12937	F-box-like	1	4,	61,	6.8E-7
50345	IPR001810	F-box domain	HMMPfam	PF12937	F-box-like	1	72,	131,	1.5E-7
50345	\N	\N	SUPERFAMILY	SSF52047	\N	1	239,	341,	3.73E-6
53328	IPR013149	Alcohol dehydrogenase, C-terminal	HMMPfam	PF00107	Zinc-binding dehydrogenase	1	170,	297,	1.2E-25
53328	IPR020843	Polyketide synthase, enoylreductase domain	SMART	SM00829	Enoylreductase	1	28,	340,	6.8E-5
53328	IPR011032	GroES (chaperonin 10)-like	SUPERFAMILY	SSF50129	\N	1	4,	180,	3.3E-25
53328	\N	\N	SUPERFAMILY	SSF51735	\N	1	137,	289,	2.46E-42
53513	IPR013149	Alcohol dehydrogenase, C-terminal	HMMPfam	PF00107	Zinc-binding dehydrogenase	1	167,	284,	1.6E-24
53513	IPR020843	Polyketide synthase, enoylreductase domain	SMART	SM00829	Enoylreductase	1	25,	336,	1.1E-6
53513	IPR011032	GroES (chaperonin 10)-like	SUPERFAMILY	SSF50129	\N	1	4,	177,	3.72E-27
53513	\N	\N	SUPERFAMILY	SSF51735	\N	1	133,	283,	1.1E-42
53870	IPR001199	Cytochrome b5-like heme/steroid binding domain	HMMPfam	PF00173	Cytochrome b5-like Heme/Steroid binding domain	1	669,	746,	1.9E-11
53870	IPR000572	Oxidoreductase, molybdopterin-binding domain	HMMPfam	PF00174	Oxidoreductase molybdopterin binding domain	1	262,	448,	3.2E-39
53870	IPR001433	Oxidoreductase FAD/NAD(P)-binding	HMMPfam	PF00175	Oxidoreductase NAD-binding domain	1	916,	1024,	8.1E-23
53870	IPR008333	Oxidoreductase, FAD-binding domain	HMMPfam	PF00970	Oxidoreductase FAD-binding domain	1	785,	896,	4.4E-23
53870	IPR005066	Moybdenum cofactor oxidoreductase, dimerisation	HMMPfam	PF03404	Mo-co oxidoreductase dimerisation domain	1	477,	609,	2.2E-41
53870	IPR001834	NADH:cytochrome b5 reductase (CBR)	PRINTS	PR00406	Cytochrome B5 reductase signature	6	813,834,882,915,953,1012,	824,841,896,934,964,1020,	8.1E-25,8.1E-25,8.1E-25,8.1E-25,8.1E-25,8.1E-25
53870	IPR008335	Eukaryotic molybdopterin oxidoreductase	PRINTS	PR00407	Eukaryotic molybdopterin domain signature	13	230,252,311,322,337,393,410,426,514,528,556,581,594,	244,268,322,334,352,409,423,439,528,540,566,593,607,	3.2E-64,3.2E-64,3.2E-64,3.2E-64,3.2E-64,3.2E-64,3.2E-64,3.2E-64,3.2E-64,3.2E-64,3.2E-64,3.2E-64,3.2E-64
53870	IPR022407	Oxidoreductase, molybdopterin binding site	ProSitePatterns	PS00559	Eukaryotic molybdopterin oxidoreductases signature.	1	288,	322,	-
53870	IPR001199	Cytochrome b5-like heme/steroid binding domain	ProSiteProfiles	PS50255	Cytochrome b5 family, heme-binding domain profile.	1	667,	747,	19.623
53870	IPR017927	Ferredoxin reductase-type FAD-binding domain	ProSiteProfiles	PS51384	Ferredoxin reductase-type FAD binding domain profile.	1	780,	897,	14.087
53870	\N	\N	SUPERFAMILY	SSF52343	\N	1	884,	1039,	1.7E-27
53870	IPR001199	Cytochrome b5-like heme/steroid binding domain	SUPERFAMILY	SSF55856	\N	1	666,	751,	1.44E-19
53870	IPR000572	Oxidoreductase, molybdopterin-binding domain	SUPERFAMILY	SSF56524	\N	1	214,	461,	3.92E-63
53870	IPR017938	Riboflavin synthase-like beta-barrel	SUPERFAMILY	SSF63380	\N	1	777,	898,	8.24E-27
53870	IPR014756	Immunoglobulin E-set	SUPERFAMILY	SSF81296	\N	1	481,	610,	2.45E-30
54329	IPR021047	Mannosyltransferase 1, CMT1	HMMPfam	PF11735	Cryptococcal mannosyltransferase 1	1	143,	383,	5.9E-69
55135	IPR000717	Proteasome component (PCI) domain	HMMPfam	PF01399	PCI domain	1	325,	424,	7.3E-16
55135	IPR019585	26S proteasome, regulatory subunit Rpn7	HMMPfam	PF10602	26S proteasome subunit RPN7	1	106,	308,	4.9E-46
55135	IPR019734	Tetratricopeptide repeat	ProSiteProfiles	PS50005	TPR repeat profile.	1	141,	174,	8.113
55135	IPR000717	Proteasome component (PCI) domain	SMART	SM00088	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	1	359,	442,	2.5E-7
55135	\N	\N	SUPERFAMILY	SSF46785	\N	1	354,	434,	1.25E-10
55135	\N	\N	SUPERFAMILY	SSF48452	\N	2	141,241,	178,273,	3.23E-5,3.23E-5
55286	IPR008427	Extracellular membrane protein, CFEM domain	HMMPfam	PF05730	CFEM domain	1	25,	87,	4.6E-13
55286	IPR014005	Extracellular membrane protein, CFEM domain, fungi	SMART	SM00747	\N	1	23,	87,	4.6E-8
56576	IPR001585	Transaldolase	HMMPfam	PF00923	Transaldolase	1	159,	285,	3.8E-9
56576	\N	\N	SUPERFAMILY	SSF51569	\N	1	131,	333,	3.04E-20
57174	IPR006939	SNF5/SMARCB1/INI1	HMMPfam	PF04855	SNF5 / SMARCB1 / INI1	1	796,	1088,	6.5E-68
57247	IPR000504	RNA recognition motif domain	HMMPfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1	5,	75,	5.7E-21
57247	IPR025742	Cleavage stimulation factor subunit 2, hinge domain	HMMPfam	PF14327	Hinge domain of cleavage stimulation factor subunit 2	1	128,	208,	8.9E-22
57247	IPR000504	RNA recognition motif domain	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	1	3,	81,	19.161
57247	IPR000504	RNA recognition motif domain	SMART	SM00360	RNA recognition motif	1	4,	77,	5.0E-26
57247	\N	\N	SUPERFAMILY	SSF54928	\N	1	3,	83,	1.16E-27
57940	\N	\N	HMMPfam	PF13086	AAA domain	1	225,	462,	4.1E-57
57940	\N	\N	HMMPfam	PF13087	AAA domain	1	559,	764,	2.3E-58
57940	IPR003593	AAA+ ATPase domain	SMART	SM00382	ATPases associated with a variety of cellular activities	1	239,	568,	3.5E-6
57940	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	4	221,409,554,557,	310,459,604,775,	9.91E-32,9.91E-32,9.91E-32,3.57E-29
58364	IPR013877	YAP-binding/ALF4/Glomulin	HMMPfam	PF08568	Uncharacterised protein family, YAP/Alf4/glomulin	1	320,	553,	1.1E-8
59060	\N	\N	SUPERFAMILY	SSF57850	\N	2	3,124,	26,142,	5.18E-6,5.18E-6
60732	IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase	HMMPfam	PF00201	UDP-glucoronosyl and UDP-glucosyl transferase	1	346,	462,	4.2E-11
60732	\N	\N	SUPERFAMILY	SSF53756	\N	2	8,122,	84,493,	3.73E-43,3.73E-43
60912	IPR001810	F-box domain	SUPERFAMILY	SSF81383	\N	1	2,	35,	6.02E-5
61707	IPR001128	Cytochrome P450	HMMPfam	PF00067	Cytochrome P450	2	131,420,	404,567,	6.3E-37,5.7E-22
61707	IPR001128	Cytochrome P450	PRINTS	PR00385	P450 superfamily signature	4	337,420,514,523,	354,431,523,534,	6.44E-11,6.44E-11,6.44E-11,6.44E-11
61707	IPR002401	Cytochrome P450, E-class, group I	PRINTS	PR00463	E-class P450 group I signature	4	326,346,513,523,	343,372,523,546,	1.09E-10,1.09E-10,1.09E-10,1.09E-10
61707	IPR017972	Cytochrome P450, conserved site	ProSitePatterns	PS00086	Cytochrome P450 cysteine heme-iron ligand signature.	1	516,	525,	-
61707	IPR001128	Cytochrome P450	SUPERFAMILY	SSF48264	\N	1	24,	567,	5.24E-78
63519	IPR004045	Glutathione S-transferase, N-terminal	HMMPfam	PF13417	Glutathione S-transferase, N-terminal domain	1	7,	93,	2.2E-12
63519	IPR004045	Glutathione S-transferase, N-terminal	ProSiteProfiles	PS50404	Soluble glutathione S-transferase N-terminal domain profile.	1	3,	94,	16.483
63519	IPR010987	Glutathione S-transferase, C-terminal-like	ProSiteProfiles	PS50405	Soluble glutathione S-transferase C-terminal domain profile.	1	99,	236,	8.446
63519	IPR010987	Glutathione S-transferase, C-terminal-like	SUPERFAMILY	SSF47616	\N	1	88,	220,	3.96E-15
63519	IPR012336	Thioredoxin-like fold	SUPERFAMILY	SSF52833	\N	1	4,	116,	8.98E-17
65159	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	short chain dehydrogenase	1	5,	175,	1.2E-30
65159	IPR002198	Short-chain dehydrogenase/reductase SDR	PRINTS	PR00080	Short-chain dehydrogenase/reductase (SDR) superfamily signature	3	81,137,157,	92,145,176,	6.6E-9,6.6E-9,6.6E-9
65159	IPR002347	Glucose/ribitol dehydrogenase	PRINTS	PR00081	Glucose/ribitol dehydrogenase family signature	6	5,81,131,157,178,218,	22,92,147,176,195,238,	4.5E-33,4.5E-33,4.5E-33,4.5E-33,4.5E-33,4.5E-33
65159	IPR020904	Short-chain dehydrogenase/reductase, conserved site	ProSitePatterns	PS00061	Short-chain dehydrogenases/reductases family signature.	1	144,	172,	-
65159	\N	\N	SUPERFAMILY	SSF51735	\N	1	4,	255,	3.2E-71
65410	IPR001202	WW domain	HMMPfam	PF00397	WW domain	1	166,	198,	1.4E-7
65410	IPR001202	WW domain	ProSiteProfiles	PS50020	WW/rsp5/WWP domain profile.	1	164,	200,	13.595
65410	IPR001202	WW domain	SMART	SM00456	Domain with 2 conserved Trp (W) residues	1	165,	200,	7.6E-5
65410	IPR001202	WW domain	SUPERFAMILY	SSF51045	\N	1	162,	199,	3.86E-8
66135	IPR028018	Protein of unknown function DUF4646	HMMPfam	PF15496	Domain of unknown function (DUF4646)	1	138,	264,	1.1E-32
66570	IPR028018	Protein of unknown function DUF4646	HMMPfam	PF15496	Domain of unknown function (DUF4646)	1	112,	231,	1.0E-27
66813	IPR001878	Zinc finger, CCHC-type	HMMPfam	PF00098	Zinc knuckle	1	328,	342,	1.3E-5
66813	IPR005162	Retrotransposon gag domain	HMMPfam	PF03732	Retrotransposon gag protein	1	128,	212,	1.9E-6
66813	\N	\N	HMMPfam	PF13650	Aspartyl protease	1	477,	558,	6.4E-7
66813	IPR001878	Zinc finger, CCHC-type	ProSiteProfiles	PS50158	Zinc finger CCHC-type profile.	1	328,	342,	10.296
66813	IPR001878	Zinc finger, CCHC-type	SMART	SM00343	zinc finger	1	328,	344,	0.0021
66813	IPR021109	Aspartic peptidase domain	SUPERFAMILY	SSF50630	\N	1	477,	566,	6.06E-7
66813	\N	\N	SUPERFAMILY	SSF56672	\N	1	631,	699,	3.22E-13
66813	IPR001878	Zinc finger, CCHC-type	SUPERFAMILY	SSF57756	\N	1	320,	348,	2.09E-6
67553	IPR003822	Paired amphipathic helix	HMMPfam	PF02671	Paired amphipathic helix repeat	2	49,131,	92,177,	6.7E-6,6.8E-11
67553	IPR003822	Paired amphipathic helix	ProSiteProfiles	PS51477	PAH domain profile.	2	27,109,	95,179,	11.891,16.8
67553	IPR003822	Paired amphipathic helix	SUPERFAMILY	SSF47762	\N	2	26,108,	92,178,	1.83E-12,2.75E-18
67583	IPR003822	Paired amphipathic helix	HMMPfam	PF02671	Paired amphipathic helix repeat	2	70,151,	116,198,	4.5E-14,9.7E-8
67583	IPR003822	Paired amphipathic helix	ProSiteProfiles	PS51477	PAH domain profile.	2	46,129,	118,200,	16.061,12.933
67583	IPR003822	Paired amphipathic helix	SUPERFAMILY	SSF47762	\N	2	45,128,	117,198,	1.96E-20,8.76E-13
67630	IPR019542	Enhancer of polycomb-like, N-terminal	HMMPfam	PF10513	Enhancer of polycomb-like	1	16,	193,	1.0E-19
67681	IPR001810	F-box domain	HMMPfam	PF12937	F-box-like	1	52,	110,	1.9E-7
67681	\N	\N	SUPERFAMILY	SSF52047	\N	1	231,	455,	9.42E-7
67681	IPR001810	F-box domain	SUPERFAMILY	SSF81383	\N	1	86,	121,	2.75E-5
68193	IPR004130	GPN-loop GTPase	HMMPfam	PF03029	Conserved hypothetical ATP binding protein	1	7,	250,	2.0E-78
68193	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	6,	250,	6.16E-43
68727	IPR000254	Cellulose-binding domain, fungal	HMMPfam	PF00734	Fungal cellulose binding domain	1	308,	336,	6.5E-13
68727	IPR005103	Glycoside hydrolase, family 61	HMMPfam	PF03443	Glycosyl hydrolase family 61	1	22,	241,	3.8E-59
68727	IPR000254	Cellulose-binding domain, fungal	ProSitePatterns	PS00562	CBM1 (carbohydrate binding type-1) domain signature.	1	312,	339,	-
68727	IPR000254	Cellulose-binding domain, fungal	ProSiteProfiles	PS51164	CBM1 (carbohydrate binding type-1) domain profile.	1	304,	340,	12.872
68727	IPR000254	Cellulose-binding domain, fungal	SMART	SM00236	Fungal-type cellulose-binding domain	1	307,	340,	4.7E-16
68727	IPR000254	Cellulose-binding domain, fungal	SUPERFAMILY	SSF57180	\N	1	306,	340,	2.62E-12
69260	IPR005824	KOW	HMMPfam	PF00467	KOW motif	1	3,	33,	1.5E-4
69260	IPR002784	Ribosomal protein L14	HMMPfam	PF01929	Ribosomal protein L14	1	40,	115,	2.6E-25
69260	IPR008991	Translation protein SH3-like domain	SUPERFAMILY	SSF50104	\N	1	3,	91,	6.62E-22
69640	IPR001077	O-methyltransferase, family 2	HMMPfam	PF00891	O-methyltransferase	1	219,	450,	1.7E-27
69640	IPR016461	O-methyltransferase COMT-type	ProSiteProfiles	PS51683	SAM-dependent O-methyltransferase class II-type profile.	1	83,	478,	33.907
69640	\N	\N	SUPERFAMILY	SSF46785	\N	1	77,	164,	3.99E-13
69640	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SUPERFAMILY	SSF53335	\N	1	219,	463,	8.86E-27
70175	IPR004910	Yippee/Mis18	HMMPfam	PF03226	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly	1	33,	125,	3.0E-11
70658	IPR001214	SET domain	ProSiteProfiles	PS50280	SET domain profile.	1	411,	521,	9.95
70658	IPR001214	SET domain	SMART	SM00317	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain	1	411,	527,	1.2E-7
70658	\N	\N	SUPERFAMILY	SSF82199	\N	1	399,	525,	8.99E-21
71190	IPR026822	Spp2/MOS2, G-patch domain	HMMPfam	PF12656	DExH-box splicing factor binding site	1	244,	318,	1.9E-25
71190	IPR000467	G-patch domain	ProSiteProfiles	PS50174	G-patch domain profile.	1	271,	317,	9.416
72553	\N	\N	SUPERFAMILY	SSF52047	\N	2	100,262,	127,362,	8.24E-5,8.24E-5
73787	IPR013149	Alcohol dehydrogenase, C-terminal	HMMPfam	PF00107	Zinc-binding dehydrogenase	1	174,	306,	1.3E-17
73787	IPR011032	GroES (chaperonin 10)-like	SUPERFAMILY	SSF50129	\N	1	26,	180,	7.54E-22
73787	\N	\N	SUPERFAMILY	SSF51735	\N	1	137,	313,	1.66E-30
74401	IPR011032	GroES (chaperonin 10)-like	SUPERFAMILY	SSF50129	\N	1	23,	155,	4.95E-19
74994	IPR004601	UV-endonuclease UvdE	HMMPfam	PF03851	UV-endonuclease UvdE	1	1,	211,	1.0E-68
74994	IPR013022	Xylose isomerase-like, TIM barrel domain	SUPERFAMILY	SSF51658	\N	1	13,	152,	1.29E-13
74994	IPR004601	UV-endonuclease UvdE	TIGRFAM	TIGR00629	uvde: UV damage endonuclease UvdE	1	1,	241,	9.3E-80
76321	IPR001128	Cytochrome P450	HMMPfam	PF00067	Cytochrome P450	1	7,	118,	2.2E-17
76321	IPR001128	Cytochrome P450	SUPERFAMILY	SSF48264	\N	1	8,	127,	1.44E-22
