#proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
6619	2.1.1.60	Calmodulin-lysine N-methyltransferase.	S-adenosyl-L-methionine + calmodulin L-lysine = S-adenosyl-L- homocysteine + calmodulin N6-methyl-L-lysine.	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
350929	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
351430	2.4.2.17	ATP phosphoribosyltransferase.	1-(5-phospho-D-ribosyl)-ATP + diphosphate = ATP + 5-phospho-alpha- D-ribose 1-diphosphate.	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
355353	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
355353	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
355353	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
355353	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
364879	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
364879	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
364879	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
366397	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
366397	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
368694	1.13.12.4	Lactate 2-monooxygenase.	(S)-lactate + O(2) = acetate + CO(2) + H(2)O.	FMN.	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
372385	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
372385	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
372385	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
379820	3.2.2.-	Hydrolyzing N-glycosyl compounds.	\N	\N	\N	\N	\N	\N
394105	2.7.-.-	Transferring phosphorous-containing groups.	\N	\N	\N	\N	\N	\N
397532	4.2.1.75	Uroporphyrinogen-III synthase.	Hydroxymethylbilane = uroporphyrinogen-III + H(2)O.	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
410373	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
410373	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
410373	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
410373	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
410373	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
413663	3.6.4.-	Acting on acid anhydrides; involved in cellular and	\N	\N	\N	\N	\N	\N
419461	1.1.-.-	Acting on the CH-OH group of donors.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
419461	1.1.-.-	Acting on the CH-OH group of donors.	\N	\N	\N	Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC
420657	3.5.1.-	In linear amides.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
420657	3.5.1.-	In linear amides.	\N	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
420657	3.5.1.-	In linear amides.	\N	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
420657	3.5.1.-	In linear amides.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
422852	1.1.1.156	Glycerol 2-dehydrogenase (NADP+).	Glycerol + NADP(+) = glycerone + NADPH.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
428547	3.5.1.25	N-acetylglucosamine-6-phosphate deacetylase.	N-acetyl-D-glucosamine 6-phosphate + H(2)O = D-glucosamine 6-phosphate + acetate.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
431906	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase.	(S)-3-hydroxybutanoyl-CoA + NADP(+) = 3-acetoacetyl-CoA + NADPH.	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
431906	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase.	(S)-3-hydroxybutanoyl-CoA + NADP(+) = 3-acetoacetyl-CoA + NADPH.	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
435287	2.5.1.18	Glutathione transferase.	RX + glutathione = HX + R-S-glutathione.	\N	\N	Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
441341	1.2.1.31	Aminoadipate-semialdehyde dehydrogenase.	L-2-aminoadipate 6-semialdehyde + NADP(+) + H(2)O = L-2-aminoadipate + NADPH.	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
441341	1.2.1.31	Aminoadipate-semialdehyde dehydrogenase.	L-2-aminoadipate 6-semialdehyde + NADP(+) + H(2)O = L-2-aminoadipate + NADPH.	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
446896	6.2.1.12	4-coumarate--CoA ligase.	ATP + 4-coumarate + CoA = AMP + diphosphate + 4-coumaroyl-CoA.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
448724	1.1.1.215	Gluconate 2-dehydrogenase.	D-gluconate + NADP(+) = 2-dehydro-D-gluconate + NADPH.	\N	\N	\N	\N	\N
449652	1.3.1.22	Cholestenone 5-alpha-reductase.	5-alpha-cholestan-3-one + NADP(+) = cholest-4-en-3-one + NADPH.	\N	\N	\N	\N	\N
457246	2.4.1.186	Glycogenin glucosyltransferase.	UDP-glucose + glycogenin = UDP + glucosylglycogenin.	\N	\N	\N	\N	\N
464347	1.6.99.1	NADPH dehydrogenase.	NADPH + acceptor = NADP(+) + reduced acceptor.	FMN or FAD.	\N	\N	\N	\N
464678	6.3.5.2	GMP synthase (glutamine-hydrolysing).	ATP + xanthosine 5'-phosphate + L-glutamine + H(2)O = AMP + diphosphate + GMP + L-glutamate.	\N	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
464678	6.3.5.2	GMP synthase (glutamine-hydrolysing).	ATP + xanthosine 5'-phosphate + L-glutamine + H(2)O = AMP + diphosphate + GMP + L-glutamate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
464700	5.3.1.8	Mannose-6-phosphate isomerase.	D-mannose 6-phosphate = D-fructose 6-phosphate.	Zinc.	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
468069	4.2.1.22	Cystathionine beta-synthase.	L-serine + L-homocysteine = cystathionine + H(2)O.	Pyridoxal-phosphate.	Homocystinuria I (classic form); MIM:236200.	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
468069	4.2.1.22	Cystathionine beta-synthase.	L-serine + L-homocysteine = cystathionine + H(2)O.	Pyridoxal-phosphate.	Homocystinuria I (classic form); MIM:236200.	Methionine metabolism	Amino Acid Metabolism	METABOLIC
468069	4.2.1.22	Cystathionine beta-synthase.	L-serine + L-homocysteine = cystathionine + H(2)O.	Pyridoxal-phosphate.	Homocystinuria I (classic form); MIM:236200.	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
468337	1.14.99.-	Miscellaneous (requires further characterization).	\N	\N	\N	\N	\N	\N
468536	1.14.99.-	Miscellaneous (requires further characterization).	\N	\N	\N	\N	\N	\N
469393	1.14.99.1	Prostaglandin-endoperoxide synthase.	Arachidonate + AH(2) + 2 O(2) = prostaglandin H2 + A + H(2)O.	\N	\N	Prostaglandin and leukotriene metabolism	Metabolism of Complex Lipids	METABOLIC
473302	1.1.1.156	Glycerol 2-dehydrogenase (NADP+).	Glycerol + NADP(+) = glycerone + NADPH.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
473303	1.1.1.156	Glycerol 2-dehydrogenase (NADP+).	Glycerol + NADP(+) = glycerone + NADPH.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
489725	3.1.2.-	Thiolester hydrolases.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
489836	3.1.2.-	Thiolester hydrolases.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
489888	3.1.2.-	Thiolester hydrolases.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
489963	3.1.2.-	Thiolester hydrolases.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
491956	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N
494381	2.4.1.16	Chitin synthase.	UDP-N-acetyl-D-glucosamine + {(1,4)-(N-acetyl-beta-D-glucosaminyl)}(N) = UDP + {(1,4)-(N-acetyl-beta-D-glucosaminyl)}(N+1).	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
496887	1.14.11.-	With 2-oxoglutarate as one donor, and incorporation of one	\N	\N	\N	\N	\N	\N
510355	4.1.3.30	Methylisocitrate lyase.	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate = pyruvate + succinate.	\N	\N	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
510644	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
512508	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
518050	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
518050	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
520734	1.1.1.169	2-dehydropantoate 2-reductase.	(R)-pantoate + NADP(+) = 2-dehydropantoate + NADPH.	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
521048	3.2.1.4	Cellulase.	Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
521167	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
521167	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
521998	3.4.24.20	Peptidyl-Lys metalloendopeptidase.	Preferential cleavage in proteins: Xaa-|-Lys (in which Xaa may be Pro).	\N	\N	\N	\N	\N
522002	3.4.24.20	Peptidyl-Lys metalloendopeptidase.	Preferential cleavage in proteins: Xaa-|-Lys (in which Xaa may be Pro).	\N	\N	\N	\N	\N
528872	1.14.11.-	With 2-oxoglutarate as one donor, and incorporation of one	\N	\N	\N	\N	\N	\N
551408	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
551408	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
552636	1.3.1.42	12-oxophytodienoate reductase.	8-[(1R,2R)-3-oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate + NADP(+) = (15Z)-12-oxophyto-10,15-dienoate + NADPH.	\N	\N	\N	\N	\N
553062	3.6.1.19	Nucleoside-triphosphate pyrophosphatase.	A nucleoside triphosphate + H(2)O = a nucleotide + diphosphate.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
553062	3.6.1.19	Nucleoside-triphosphate pyrophosphatase.	A nucleoside triphosphate + H(2)O = a nucleotide + diphosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
554197	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
554197	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
554197	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
554197	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
554197	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
554457	3.1.27.1	Ribonuclease T2.	Two-stage endonucleolytic cleavage to 3'-phosphomononucleotides and 3'-phosphooligonucleotides with 2',3'-cyclic phosphate intermediates.	\N	\N	\N	\N	\N
554712	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
554712	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
555157	3.4.16.5	Carboxypeptidase C.	Release of a C-terminal amino acid with a broad specificity.	\N	\N	\N	\N	\N
555315	3.4.23.5	Cathepsin D.	Specificity similar to, but narrower than, that of pepsin A. Does not cleave the 4-Gln-|-His-5 bond in B chain of insulin.	\N	\N	\N	\N	\N
556828	3.6.1.43	Dolichyldiphosphatase.	Dolichyl diphosphate + H(2)O = dolichyl phosphate + phosphate.	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
558467	3.5.3.11	Agmatinase.	Agmatine + H(2)O = putrescine + urea.	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
567127	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
567127	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
567127	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
567385	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
567385	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
567385	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
581110	3.2.1.59	Glucan endo-1,3-alpha-glucosidase.	Endohydrolysis of 1,3-alpha-D-glucosidic linkages in isolichenin, pseudonigeran and nigeran.	\N	\N	\N	\N	\N
588139	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
588139	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
588139	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
589255	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
591448	2.1.1.100	Protein-S isoprenylcysteine O-methyltransferase.	S-adenosyl-L-methionine + protein C-terminal S-farnesyl-L-cysteine = S-adenosyl-L-homocysteine + protein C-terminal S-farnesyl-L-cysteine methyl ester.	\N	\N	\N	\N	\N
592600	3.4.23.3	Gastricsin.	More restricted specificity than pepsin A, but shows preferential cleavage at Tyr-|-Xaa bonds; high activity towards hemoglobin as substrate.	\N	\N	\N	\N	\N
594114	1.1.1.156	Glycerol 2-dehydrogenase (NADP+).	Glycerol + NADP(+) = glycerone + NADPH.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
594273	2.5.1.39	4-hydroxybenzoate nonaprenyltransferase.	Solanesyl diphosphate + 4-hydroxybenzoate = diphosphate + nonaprenyl-4-hydroxybenzoate.	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
596445	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
596445	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
596445	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
615762	3.4.23.40	Phytepsin.	Prefers hydrophobic residues Phe, Val, Ile, Leu, and Ala at P1 and P1', but also cleaves -Phe-|-Asp- and -Asp-|-Asp- bonds in 2S albumin from plants seeds.	\N	\N	\N	\N	\N
620630	1.14.18.1	Monophenol monooxygenase.	L-tyrosine + L-DOPA + O(2) = L-DOPA + DOPAquinone + H(2)O.	Copper.	Albinism; MIM:203100.	Alkaloid biosynthesis I	Biosynthesis of Secondary Metabolites	METABOLIC
620630	1.14.18.1	Monophenol monooxygenase.	L-tyrosine + L-DOPA + O(2) = L-DOPA + DOPAquinone + H(2)O.	Copper.	Albinism; MIM:203100.	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
620630	1.14.18.1	Monophenol monooxygenase.	L-tyrosine + L-DOPA + O(2) = L-DOPA + DOPAquinone + H(2)O.	Copper.	Albinism; MIM:203100.	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
620630	1.14.18.1	Monophenol monooxygenase.	L-tyrosine + L-DOPA + O(2) = L-DOPA + DOPAquinone + H(2)O.	Copper.	Albinism; MIM:203100.	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
627014	3.1.-.-	Acting on ester bonds.	\N	\N	\N	\N	\N	\N
629424	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
629424	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
629424	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
630004	3.1.1.3	Triacylglycerol lipase.	Triacylglycerol + H(2)O = diacylglycerol + a fatty acid anion.	\N	Hepatic lipase deficiency; MIM:151670. Congenital lipase deficiency; MIM:246600. Wolman disease; MIM:278000.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
632362	1.14.13.22	Cyclohexanone monooxygenase.	Cyclohexanone + NADPH + O(2) = 6-hexanolide + NADP(+) + H(2)O.	FAD.	\N	Caprolactam degradation	Biodegradation of Xenobiotics	METABOLIC
633061	2.7.1.48	Uridine kinase.	ATP + uridine = ADP + UMP.	\N	Immunodeficiency disease; MIM:191710.	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
634176	3.2.1.1	Alpha-amylase.	Endohydrolysis of 1,4-alpha-glucosidic linkages in oligosaccharides and polysaccharides.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
635658	3.6.4.-	Acting on acid anhydrides; involved in cellular and	\N	\N	\N	\N	\N	\N
642145	1.3.1.33	Protochlorophyllide reductase.	Chlorophyllide A + NADP(+) = protochlorophyllide + NADPH.	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
648938	3.2.1.4	Cellulase.	Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
658865	1.14.11.-	With 2-oxoglutarate as one donor, and incorporation of one	\N	\N	\N	\N	\N	\N
659730	3.2.1.58	Glucan 1,3-beta-glucosidase.	Successive hydrolysis of beta-D-glucose units from the non-reducing ends of 1,3-beta-D-glucans, releasing alpha-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
659852	3.6.3.44	Xenobiotic-transporting ATPase.	ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).	\N	\N	\N	\N	\N
669091	2.7.4.3	Adenylate kinase.	ATP + AMP = ADP + ADP.	\N	Hemolytic anemia due to deficiency of adenylate kinase; MIM:103000.	Purine metabolism	Nucleotide Metabolism	METABOLIC
670665	2.3.3.1	Citrate (si)-synthase.	\N	Citrate + CoA = acetyl-CoA + H(2)O + oxaloacetate.	\N	\N	\N	\N
676584	3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase.	Nucleoside 3',5'-cyclic phosphate + H(2)O = nucleoside 5'-phosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
681654	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
